epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,169.424,0.53834,2.34672,0.93169,0.70108,0.7256,0.81042,0.73269,0.40713,1.43617,0.86793,0.000233825,0.000233825,0.000233825
1,84.8561,0.72445,3.86195,0.99563,0.01301,0.87385,0.14838,0.12373,0.47243,3.5453,0.79224,0.000233825,0.000233825,0.000233825
